Reports,LDA_Topic,NMF_Topic,LDA_Topic_Label,NMF_Topic_Label
wish university offered language class tutoring service international student difficult keep coursework youre struggling understand language,3,1,Campus facilities & services,Student Financial Struggles
think important university recognize challenge international student face provide support resource help u succeed academically socially,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like cultural background barrier making friend fitting rest student body hard know bridge gap find common ground people different experience,2,1,Academic Stress & well being,Student Financial Struggles
appreciate effort professor classmate help feel included supported still time feel like im outside looking tough position,2,1,Academic Stress & well being,Student Financial Struggles
think would helpful university provided opportunity international student get involved campus organization club way could meet people feel connected campus community,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like im taken seriously idea arent valued accent way express discouraging make feel like dont belong,2,1,Academic Stress & well being,Student Financial Struggles
appreciate effort university create welcoming environment international student sometimes feel like lot burden placed u adapt assimilate would nice support understanding rest campus community,3,1,Campus facilities & services,Student Financial Struggles
ive trying connect international student speak language difficult find people share interest hobby isolating,2,1,Academic Stress & well being,Student Financial Struggles
think important university provide cultural competency training student faculty way learn better communicate interact people different background,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like language cultural difference people see look want recognized talent ability background,2,1,Academic Stress & well being,Student Financial Struggles
think important university create opportunity international student,3,1,Campus facilities & services,Student Financial Struggles
feel isolated lonely sometimes cant connect student due language barrier hard join conversation make friend dont speak language,2,1,Academic Stress & well being,Student Financial Struggles
love diversity campus sometimes hard communicate international student cultural difference frustrating trying understand perspective vice versa,2,1,Academic Stress & well being,Student Financial Struggles
think would helpful university provided opportunity international domestic student interact learn maybe language class cultural event,3,1,Campus facilities & services,Student Financial Struggles
feel like im missing lot cant fully participate class discussion group project hard contribute dont full understanding language,2,1,Academic Stress & well being,Student Financial Struggles
appreciate effort professor make accommodate international student think could support resource available maybe tutoring program language exchange program,3,1,Campus facilities & services,Student Financial Struggles
frustrating professor classmate assume student familiar certain cultural reference idiom would nice education awareness around cultural difference,2,1,Academic Stress & well being,Student Financial Struggles
ive noticed international student hesitant speak class ask question theyre afraid misunderstood judged would great university provided opportunity practice language skill safe supportive environment,3,1,Campus facilities & services,Student Financial Struggles
think would helpful university provided resource international student struggling language cultural barrier maybe mentorship program support group,3,1,Campus facilities & services,Student Financial Struggles
domestic student sometimes feel guilty dont know culture language wish opportunity learn engage international student,3,1,Campus facilities & services,Student Financial Struggles
ive great conversation learned lot international student still frustrating cant fully communicate think university invest language culture education student,3,1,Campus facilities & services,Student Financial Struggles
feel like im missing benefit diverse student body cant fully connect international student would great opportunity u interact learn,3,1,Campus facilities & services,Student Financial Struggles
think important university prioritize language cultural diversity recruitment effort need international student domestic student diverse background create truly inclusive community,3,1,Campus facilities & services,Student Financial Struggles
difficult navigate social situation international student often cultural norm expectation im familiar wish resource available help bridge gap,2,1,Academic Stress & well being,Student Financial Struggles
think important university create welcoming inclusive environment student regardless language cultural background celebrate difference learn,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like there divide international domestic student hard bridge gap think university encourage facilitate crosscultural interaction,3,1,Campus facilities & services,Student Financial Struggles
ive noticed international student struggle homesickness feeling isolated would great university provided resource support student,3,1,Campus facilities & services,Student Financial Struggles
think would helpful university offered language course student want learn new language would help international student also domestic student interested language culture,3,1,Campus facilities & services,Student Financial Struggles
appreciate diversity campus sometimes hard navigate different cultural norm expectation would great university provided education awareness around issue,3,1,Campus facilities & services,Student Financial Struggles
think important university provide opportunity international student share culture tradition,3,1,Campus facilities & services,Student Financial Struggles
find difficult communicate peer different country sometimes struggle understand accent way express,2,1,Academic Stress & well being,Student Financial Struggles
international student often feel left group activity student prefer converse native language,2,1,Academic Stress & well being,Student Financial Struggles
frustrating constantly explain cultural background others especially dont seem interested understanding,3,1,Campus facilities & services,Student Financial Struggles
wish opportunity learn different culture interact student diverse background,3,1,Campus facilities & services,Student Financial Struggles
language barrier make hard participate class discussion isolating,2,1,Academic Stress & well being,Student Financial Struggles
often feel like outsider social situation struggle connect others due cultural difference,2,1,Academic Stress & well being,Student Financial Struggles
would great university could organize event celebrate cultural diversity promote inclusivity,3,1,Campus facilities & services,Student Financial Struggles
international student sometimes feel like im judged based stereotype misconception home country,2,1,Academic Stress & well being,Student Financial Struggles
find challenging make friend local student often different interest experience,3,1,Campus facilities & services,Student Financial Struggles
there lack awareness understanding challenge faced international student make hard feel supported,2,1,Academic Stress & well being,Student Financial Struggles
wish language support program available help improve english skill,3,1,Campus facilities & services,Student Financial Struggles
tough adapt new culture environment especially cultural difference im used,3,2,Campus facilities & services,Emotional & Academic Stress
feel like constantly explain culture others exhausting,3,1,Campus facilities & services,Student Financial Struggles
hard make connection people dont share cultural reference experience,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like accent barrier effective communication peer professor,2,1,Academic Stress & well being,Student Financial Struggles
wish opportunity international local student collaborate work together project,3,1,Campus facilities & services,Student Financial Struggles
there lack cultural sensitivity awareness campus lead misunderstanding conflict,2,1,Academic Stress & well being,Student Financial Struggles
frustrating people make assumption based race ethnicity without taking time get know individual,3,2,Campus facilities & services,Emotional & Academic Stress
international student sometimes feel like im taken seriously academic setting accent cultural background,2,1,Academic Stress & well being,Student Financial Struggles
would love see cultural exchange program offered university help student learn,3,1,Campus facilities & services,Student Financial Struggles
difficult find common ground people vastly different culture background,0,1,Access & Online learning issues,Student Financial Struggles
wish resource available help international student navigate challenge studying abroad,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like compromise cultural identity order fit peer,2,1,Academic Stress & well being,Student Financial Struggles
tough balance demand academic work challenge adapting new culture,2,2,Academic Stress & well being,Emotional & Academic Stress
wish opportunity learn local culture custom well share cultural tradition others,3,1,Campus facilities & services,Student Financial Struggles
sometimes feel like im able fully express opinion discussion language barrier,2,1,Academic Stress & well being,Student Financial Struggles
would appreciate university could offer language support service help improve communication skill,3,1,Campus facilities & services,Student Financial Struggles
hard navigate social scene campus dont share interest cultural background student,3,1,Campus facilities & services,Student Financial Struggles
find difficult build relationship professor academic advisor language cultural barrier,0,0,Access & Online learning issues,Access & online barriers
wish opportunity international student share perspective experience wider campus community,3,1,Campus facilities & services,Student Financial Struggles
online learning experience difficult due poor internet connectivity frequent technical difficulty,0,0,Access & Online learning issues,Access & online barriers
limited access online resource made difficult complete assignment stay track coursework,0,0,Access & Online learning issues,Access & online barriers
time zone difference online class challenge international student adjust schedule accommodate class time,2,2,Academic Stress & well being,Emotional & Academic Stress
professor limited availability online class made difficult get support needed succeed course,0,0,Access & Online learning issues,Access & online barriers
online student limited access internship job opportunity put disadvantage compared oncampus student,0,1,Access & Online learning issues,Student Financial Struggles
lack facetoface interaction online class made difficult engage peer build relationship professor,0,0,Access & Online learning issues,Access & online barriers
technical difficulty online class caused student fall behind coursework struggle catch,0,0,Access & Online learning issues,Access & online barriers
limited access online resource made difficult find access material needed complete assignment study exam,0,0,Access & Online learning issues,Access & online barriers
time zone difference online class made challenging balance coursework commitment responsibility,2,2,Academic Stress & well being,Emotional & Academic Stress
limited availability professor online class made difficult get timely feedback support coursework,0,0,Access & Online learning issues,Access & online barriers
online student often miss networking opportunity facetoface interaction professor peer,0,1,Access & Online learning issues,Student Financial Struggles
lack access oncampus resource library student support service put online student disadvantage,0,1,Access & Online learning issues,Student Financial Struggles
technical difficulty online class caused student become frustrated lose motivation,0,0,Access & Online learning issues,Access & online barriers
limited access online resource made difficult fully engage course material succeed class,0,0,Access & Online learning issues,Access & online barriers
time zone difference online class made difficult attend live lecture participate group activity,0,0,Access & Online learning issues,Access & online barriers
limited availability professor online class made difficult get personalized attention support,0,0,Access & Online learning issues,Access & online barriers
online student often feel isolated disconnected campus community,3,1,Campus facilities & services,Student Financial Struggles
technical difficulty online class caused student question effectiveness online learning,0,0,Access & Online learning issues,Access & online barriers
limited access online resource made difficult stay organized keep track assignment deadline,0,0,Access & Online learning issues,Access & online barriers
time zone difference online class made difficult balance coursework work responsibility,0,2,Access & Online learning issues,Emotional & Academic Stress
limited availability professor online class made difficult get guidance needed succeed course,0,0,Access & Online learning issues,Access & online barriers
online student often struggle stay motivated engaged coursework without support inperson interaction,0,1,Access & Online learning issues,Student Financial Struggles
technical difficulty online class caused student fall behind struggle catch,0,0,Access & Online learning issues,Access & online barriers
limited access online resource made difficult fully participate class discussion activity,0,0,Access & Online learning issues,Access & online barriers
time zone difference online class made difficult attend office hour get individualized attention professor,0,0,Access & Online learning issues,Access & online barriers
limited availability professor online class made difficult get timely feedback assignment exam,0,0,Access & Online learning issues,Access & online barriers
online student often feel like missing full college experience campus,2,1,Academic Stress & well being,Student Financial Struggles
technical difficulty online class caused student become discouraged lose motivation,0,0,Access & Online learning issues,Access & online barriers
limited access online resource made difficult access additional support resource struggling student,0,0,Access & Online learning issues,Access & online barriers
time zone difference online class made difficult participate group project work collaboratively peer,0,0,Access & Online learning issues,Access & online barriers
online class inperson class find hard stay engaged motivated online learning,0,0,Access & Online learning issues,Access & online barriers
technical issue online platform make difficult participate class complete assignment,0,0,Access & Online learning issues,Access & online barriers
lack inperson interaction support professor challenging online course,0,0,Access & Online learning issues,Access & online barriers
online class require lot selfdiscipline time management skill student developed yet,0,2,Access & Online learning issues,Emotional & Academic Stress
difficult build relationship classmate professor online setting,0,0,Access & Online learning issues,Access & online barriers
quality education online class inperson class frustrating pay full tuition lesser experience,0,0,Access & Online learning issues,Access & online barriers
lack access campus resource facility major downside online class,0,0,Access & Online learning issues,Access & online barriers
time difference international student make difficult attend online class participate group project,0,0,Access & Online learning issues,Access & online barriers
lack facetoface interaction online class make hard ask question receive feedback,0,0,Access & Online learning issues,Access & online barriers
online format especially challenging handson course like art music labbased science,2,0,Academic Stress & well being,Access & online barriers
limited access technical resource software hinder learning experience online class,0,0,Access & Online learning issues,Access & online barriers
challenging maintain focus avoid distraction online class especially student living crowded noisy environment,3,1,Campus facilities & services,Student Financial Struggles
increased screen time online class cause eye strain fatigue,0,0,Access & Online learning issues,Access & online barriers
online exam assessment challenging stressful inperson test,2,0,Academic Stress & well being,Access & online barriers
difficult stay motivated accountable completing online coursework without structure inperson class,0,0,Access & Online learning issues,Access & online barriers
online class exacerbate feeling isolation loneliness student struggle make connection peer,0,1,Access & Online learning issues,Student Financial Struggles
technical difficulty online exam quiz lead anxiety frustration,0,0,Access & Online learning issues,Access & online barriers
lack access professor online class make difficult receive help feedback coursework,0,0,Access & Online learning issues,Access & online barriers
online class make harder balance academic responsibility work family obligation,2,2,Academic Stress & well being,Emotional & Academic Stress
limited access internship job opportunity online student hinder career prospect,0,1,Access & Online learning issues,Student Financial Struggles
lack networking opportunity professional development event online student major drawback,0,1,Access & Online learning issues,Student Financial Struggles
online format make challenging participate extracurricular activity club,2,0,Academic Stress & well being,Access & online barriers
online class create sense disconnection campus community culture,3,0,Campus facilities & services,Access & online barriers
harder form study group collaborate classmate online setting,0,0,Access & Online learning issues,Access & online barriers
technical difficulty online class recording lead missed lecture important information,0,0,Access & Online learning issues,Access & online barriers
lack access campus facility like library study space make harder study complete coursework,0,0,Access & Online learning issues,Access & online barriers
online class particularly challenging student need handson assistance professor peer,2,0,Academic Stress & well being,Access & online barriers
lack inperson support resource mental health wellness make online class particularly difficult student,0,1,Access & Online learning issues,Student Financial Struggles
lack access campus event activity make college experience feel incomplete online student,2,1,Academic Stress & well being,Student Financial Struggles
limited availability online course program make difficult student meet graduation requirement pursue specific field study,0,0,Access & Online learning issues,Access & online barriers
online class convenient way learn technical difficulty faced semester made frustrating,0,0,Access & Online learning issues,Access & online barriers
struggled finding necessary resource online class limited access made even harder,0,0,Access & Online learning issues,Access & online barriers
different time zone online class made hard participate live discussion group work,0,0,Access & Online learning issues,Access & online barriers
difficult get touch professor online class often wait day receive response,2,0,Academic Stress & well being,Access & online barriers
online student feel like im missing internship job opportunity available inperson student,0,1,Access & Online learning issues,Student Financial Struggles
lack interaction engagement online class made hard stay motivated focused material,0,0,Access & Online learning issues,Access & online barriers
wish opportunity online student collaborate connect,3,1,Campus facilities & services,Student Financial Struggles
online platform use class outdated difficult navigate make learning experience frustrating,0,0,Access & Online learning issues,Access & online barriers
struggled managing time effectively online class especially commitment like work family,2,2,Academic Stress & well being,Emotional & Academic Stress
lack facetoface interaction online class made hard build relationship classmate professor,0,0,Access & Online learning issues,Access & online barriers
limited access online tutoring academic support made hard succeed class,0,0,Access & Online learning issues,Access & online barriers
experienced lot technical difficulty online exam caused lot stress anxiety,0,2,Access & Online learning issues,Emotional & Academic Stress
online class discussion board often filled unhelpful irrelevant comment made hard engage material,0,0,Access & Online learning issues,Access & online barriers
feel like im getting money worth online class learning experience isnt inperson class,2,1,Academic Stress & well being,Student Financial Struggles
hard feel connected university campus community im taking class online different location,2,1,Academic Stress & well being,Student Financial Struggles
lack structure routine online class made hard stay motivated focused material,0,0,Access & Online learning issues,Access & online barriers
difficulty adjusting online learning environment feel like im getting quality education inperson student,2,1,Academic Stress & well being,Student Financial Struggles
online class accommodating student different learning style preference,2,1,Academic Stress & well being,Student Financial Struggles
lack inperson feedback interaction professor made hard improve skill knowledge,0,0,Access & Online learning issues,Access & online barriers
online student feel isolated disconnected campus community extracurricular activity,2,1,Academic Stress & well being,Student Financial Struggles
limited access online library resource research database made hard complete assignment project,0,0,Access & Online learning issues,Access & online barriers
frustrating rely technology education especially always reliable userfriendly,3,0,Campus facilities & services,Access & online barriers
feel like online class arent preparing real world workplace inperson communication collaboration essential skill,2,1,Academic Stress & well being,Student Financial Struggles
online platform use class accessible student disability major issue,0,0,Access & Online learning issues,Access & online barriers
wish opportunity online student interact professor receive feedback work,0,1,Access & Online learning issues,Student Financial Struggles
lack structure clear expectation online class made hard know expected succeed,0,0,Access & Online learning issues,Access & online barriers
online student feel like im receiving level support resource inperson student,2,1,Academic Stress & well being,Student Financial Struggles
spend lot money additional technology equipment participate online class financial burden,0,0,Access & Online learning issues,Access & online barriers
lack handson learning practical experience online class made hard apply knowledge realworld situation,0,0,Access & Online learning issues,Access & online barriers
feel like im missing social networking opportunity come inperson class campus event,2,1,Academic Stress & well being,Student Financial Struggles
recently applied military certificate student affair office week havent received update status application,0,1,Access & Online learning issues,Student Financial Struggles
student affair office seems disorganized inefficient come managing birth certificate make multiple trip office get mine processed,0,1,Access & Online learning issues,Student Financial Struggles
need training certificate internship opportunity student affair office keep giving runaround hasnt provided clear timeline expect receive,0,1,Access & Online learning issues,Student Financial Struggles
process obtaining student certificate unnecessarily complicated timeconsuming taking away ability focus study,2,1,Academic Stress & well being,Student Financial Struggles
student affair office need better job communicating student status certificate request frustrating knowing thing stand,0,1,Access & Online learning issues,Student Financial Struggles
submitted military certificate application time student affair office failed process timely manner causing miss scholarship opportunity,0,1,Access & Online learning issues,Student Financial Struggles
student affair office need streamline process managing birth certificate shouldnt take week get simple document processed,0,1,Access & Online learning issues,Student Financial Struggles
ive waiting training certificate month every time follow student affair office tell still processed,0,1,Access & Online learning issues,Student Financial Struggles
lack transparency student affair office certificate management process unacceptable student deserve better communication clearer timeline,0,1,Access & Online learning issues,Student Financial Struggles
ive nothing frustration delay trying obtain student certificate student affair office need overhaul process make easier student get need,0,1,Access & Online learning issues,Student Financial Struggles
student affair office seems prioritize administrative task student need time focus improving service student,1,1,Career & university Opportunities,Student Financial Struggles
wait line hour submit military certificate application still hasnt processed unacceptable,1,1,Career & university Opportunities,Student Financial Struggles
student affair office provide online option submitting tracking certificate request would save student lot time hassle,1,1,Career & university Opportunities,Student Financial Struggles
ive heard multiple student student affair office notoriously slow come processing birth certificate time make change,0,1,Access & Online learning issues,Student Financial Struggles
student affair office need take responsibility mistake improve process managing certificate student shouldnt suffer incompetence,1,1,Career & university Opportunities,Student Financial Struggles
im worried training certificate wont processed time start internship student affair office need prioritize student need make sure document processed quickly,1,1,Career & university Opportunities,Student Financial Struggles
lack organization communication student affair office causing lot unnecessary stress student time step better,0,2,Access & Online learning issues,Emotional & Academic Stress
ive jump many hoop get student certificate student affair office need simplify process make easier student get need,0,1,Access & Online learning issues,Student Financial Struggles
ive miss multiple class go student affair office follow certificate request unacceptable need change,0,1,Access & Online learning issues,Student Financial Struggles
student affair office need invest better technology system managing certificate shouldnt still dealing paper form long wait time,1,1,Career & university Opportunities,Student Financial Struggles
im tired feeling like beg certificate student affair office need start prioritizing student need bureaucratic red tape,1,1,Career & university Opportunities,Student Financial Struggles
submitted birth certificate application week ago student affair office still,0,1,Access & Online learning issues,Student Financial Struggles
provide sample report may reflect experience university student regard student affair managing various certificate please note hypothetical report may reflect experience specific individual group,1,1,Career & university Opportunities,Student Financial Struggles
ive trying get military certificate verified university week every time go office tell there problem paperwork frustrating need certificate apply certain internship,0,1,Access & Online learning issues,Student Financial Struggles
process obtaining birth certificate university nightmare website difficult navigate customer service unhelpful ridiculous something important difficult obtain,3,1,Campus facilities & services,Student Financial Struggles
received training certificate course took summer university wont accept nonaccredited institution frustrating course relevant major learned lot,0,2,Access & Online learning issues,Emotional & Academic Stress
ive multiple issue student affair office regarding scheduling conflict paperwork error seems like theyre understaffed overwhelmed frustrating affect ability graduate time,1,2,Career & university Opportunities,Emotional & Academic Stress
process ordering official transcript university unnecessarily complicated simple submitting request online instead navigate confusing system wait week processed,1,1,Career & university Opportunities,Student Financial Struggles
ive trying update personal information university website keep glitching cant get customer service frustrating information important communication academic purpose,3,2,Campus facilities & services,Emotional & Academic Stress
recently applied scholarship university application process confusing instruction unclear frustrating spend much time application find didnt meet criterion,1,2,Career & university Opportunities,Emotional & Academic Stress
university provide resource student applying internship job difficult navigate job market career service often understaffed overworked,0,1,Access & Online learning issues,Student Financial Struggles
ive issue financial aid scholarship seems like university always changing policy requirement frustrating rely support continue education,1,1,Career & university Opportunities,Student Financial Struggles
university prioritize mental health resource student stressful time life important access counseling support service need,3,1,Campus facilities & services,Student Financial Struggles
cost rent area around university high really hard find affordable housing thats also close campus,1,3,Career & university Opportunities,University & campus experience
ive commute suburb university every day public transportation system reliable enough ive late class several time delay cancellation,3,2,Campus facilities & services,Emotional & Academic Stress
finding parking spot campus nearly impossible parking fee exorbitant worth bring car school,1,3,Career & university Opportunities,University & campus experience
apartment university area often rundown poorly maintained make difficult focus studying im living stressful environment,3,1,Campus facilities & services,Student Financial Struggles
take two bus train get campus trip take hour way exhausting take away study time,2,2,Academic Stress & well being,Emotional & Academic Stress
traffic around campus always terrible take hour travel mile frustrating stressful,2,3,Academic Stress & well being,University & campus experience
ive looking affordable housing near campus month everything either expensive far away discouraging im sure,1,3,Career & university Opportunities,University & campus experience
public transportation system overcrowded peak hour often impossible get seat end standing entire ride campus,2,3,Academic Stress & well being,University & campus experience
housing option near campus limited many landlord take advantage high demand charging outrageous price subpar apartment,1,3,Career & university Opportunities,University & campus experience
rely public transportation get campus bus often late dont show frustrating make hard plan day,3,3,Campus facilities & services,University & campus experience
commute hour way get campus time money spend transportation really add,2,2,Academic Stress & well being,Emotional & Academic Stress
ive switch apartment several time problem landlord roommate really disrupted study life,1,2,Career & university Opportunities,Emotional & Academic Stress
public transportation system shuts early evening make hard attend evening class study session,3,0,Campus facilities & services,Access & online barriers
university provide affordable accessible housing option student especially lowincome background,3,3,Campus facilities & services,University & campus experience
ive take loan cover cost housing transportation add stress pressure student,1,2,Career & university Opportunities,Emotional & Academic Stress
public transportation system often overcrowded noisy make hard concentrate studying getting work done,2,2,Academic Stress & well being,Emotional & Academic Stress
ive resort sleeping friend couch cant afford rent university area really taking toll mental health,1,2,Career & university Opportunities,Emotional & Academic Stress
lack affordable safe housing option near campus serious issue university need address,3,3,Campus facilities & services,University & campus experience
ive miss class several time transportation issue really hurt grade overall academic performance,2,2,Academic Stress & well being,Emotional & Academic Stress
university provide support resource student live offcampus especially struggling housing transportation issue,3,1,Campus facilities & services,Student Financial Struggles
high cost housing transportation barrier prevents many student pursuing higher education problem need addressed systemic level,1,1,Career & university Opportunities,Student Financial Struggles
long commute campus take much day dont much time energy left studying extracurricular activity,2,2,Academic Stress & well being,Emotional & Academic Stress
public transportation system often unreliable unsafe make feel anxious stressed every time,2,2,Academic Stress & well being,Emotional & Academic Stress
ive living offcampus year finding affordable housing near university nightmare wish affordable option student,3,3,Campus facilities & services,University & campus experience
transportation system city reliable ive miss multiple class due late bus train,3,0,Campus facilities & services,Access & online barriers
frustrating pay high rent tiny apartment thats mile away university,1,1,Career & university Opportunities,Student Financial Struggles
ive switch apartment multiple time landlord kept increasing rent without warning fair student already struggling make end meet,1,2,Career & university Opportunities,Emotional & Academic Stress
public transportation city crowded peak hour impossible get seat,2,3,Academic Stress & well being,University & campus experience
ive drop class bus schedule didnt line class schedule,2,0,Academic Stress & well being,Access & online barriers
finding parking spot near university nightmare parking fee outrageous,1,1,Career & university Opportunities,Student Financial Struggles
nearest grocery store minute bus ride away making difficult buy fresh grocery,2,0,Academic Stress & well being,Access & online barriers
walk minute bus stop every day ideal winter month,3,3,Campus facilities & services,University & campus experience
wish university would provide affordable housing option student cant afford pay rent city,1,3,Career & university Opportunities,University & campus experience
bus service area infrequent impossible get anywhere time,2,2,Academic Stress & well being,Emotional & Academic Stress
housing option near university limited impossible find decent place live,1,3,Career & university Opportunities,University & campus experience
take student loan able afford rent apartment,1,1,Career & university Opportunities,Student Financial Struggles
rent onebedroom apartment near university monthly student loan payment,1,1,Career & university Opportunities,Student Financial Struggles
ive share room stranger able afford rent,1,2,Career & university Opportunities,Emotional & Academic Stress
ive borrow money parent able pay rent transportation cost,1,2,Career & university Opportunities,Emotional & Academic Stress
nearest bus stop minute walk away apartment ideal winter month,3,3,Campus facilities & services,University & campus experience
university provide shuttle bus offcampus student especially peak class time,3,1,Campus facilities & services,Student Financial Struggles
wish university would provide affordable parking option student drive class,3,3,Campus facilities & services,University & campus experience
traffic near university bad peak hour impossible get anywhere time,2,1,Academic Stress & well being,Student Financial Struggles
rent price near university high impossible live without roommate,1,3,Career & university Opportunities,University & campus experience
ive move different city able afford housing transportation cost,1,2,Career & university Opportunities,Emotional & Academic Stress
bus stop near apartment welllit making feel unsafe wait bus night,2,1,Academic Stress & well being,Student Financial Struggles
wish bike lane near university would make easier commute bike,3,1,Campus facilities & services,Student Financial Struggles
public transportation city accessible student disability,1,1,Career & university Opportunities,Student Financial Struggles
ive take parttime job able afford rent transportation cost,1,1,Career & university Opportunities,Student Financial Struggles
university provide affordable oncampus housing option student cant afford live offcampus,3,3,Campus facilities & services,University & campus experience
wish university would provide information affordable housing option near university,3,3,Campus facilities & services,University & campus experience
housing option near university limited impossible find place live thats infested pest,1,3,Career & university Opportunities,University & campus experience
university provide information transportation option student live offcampus,3,1,Campus facilities & services,Student Financial Struggles
parking lot near university always full making impossible find spot,1,1,Career & university Opportunities,Student Financial Struggles
im really struggling find affordable housing close campus everything seems way budget frustrating feel like compromise quality living situation able afford rent,1,2,Career & university Opportunities,Emotional & Academic Stress
public transportation option area terrible bus always late overcrowded never enough taxi ridesharing service available making really difficult get class time stay top schedule,2,3,Academic Stress & well being,University & campus experience
feel like university provide affordable housing option student fair choose living subpar condition going debt afford rent,1,1,Career & university Opportunities,Student Financial Struggles
dont car transportation option near apartment bus bus route doesnt go directly campus transfer multiple time get class huge waste time energy,2,3,Academic Stress & well being,University & campus experience
housing market area competitive feel like im constantly battling student find decent place live stressful exhausting wish option available u,1,1,Career & university Opportunities,Student Financial Struggles
cost rent area astronomical im already working parttime job make end meet frustrating feel like im barely scraping even though im fulltime student,1,2,Career & university Opportunities,Emotional & Academic Stress
im really disappointed state public transportation system unreliable inconvenient making really difficult stay top study extracurricular activity,2,2,Academic Stress & well being,Emotional & Academic Stress
feel like university incentivize landlord offer affordable housing student fair pay much place live pursuing degree,1,1,Career & university Opportunities,Student Financial Struggles
lack affordable housing option area really limiting choice feel like settle place thats far away campus nice thing afford,3,3,Campus facilities & services,University & campus experience
rely public transportation get around bus schedule sporadic im constantly running late class appointment really frustrating stressful,2,2,Academic Stress & well being,Emotional & Academic Stress
ive looking way explore area around campus get know city better hard find affordable convenient transportation option wish affordable shuttle service student discount public transit,3,3,Campus facilities & services,University & campus experience
im really interested trying new outdoor activity dont know start would great university offered organized trip activity like hiking kayaking could explore area student,3,1,Campus facilities & services,Student Financial Struggles
ive feeling really burned lately think havent chance take break something fun outside class wish social event activity campus geared towards stress relief selfcare,2,2,Academic Stress & well being,Emotional & Academic Stress
im town im hard time finding way around city would great university offered orientation session tour new student could feel confident comfortable navigating area,1,2,Career & university Opportunities,Emotional & Academic Stress
im interested studying abroad im sure start would great university resource support student considering international program trip,3,1,Campus facilities & services,Student Financial Struggles
im transfer student feel like im missing lot traditional college experience like road trip spring break would great organized trip activity transfer student could feel connected university community,2,1,Academic Stress & well being,Student Financial Struggles
love exploring new place trying new thing hard find time money im school would great affordable accessible travel option student like student discount airfare organized weekend trip,1,1,Career & university Opportunities,Student Financial Struggles
im interested getting involved outdoor activity adventure sport dont lot experience would great university offered beginnerfriendly course workshop could build skill confidence supportive environment,3,1,Campus facilities & services,Student Financial Struggles
im interested exploring art cultural scene city im sure start would great university offered organized trip event museum gallery theater could discover new thing learn student,1,1,Career & university Opportunities,Student Financial Struggles
im passionate sustainability environment would love get involved ecotourism sustainable travel would great university resource support student interested topic could learn sustainable travel option make informed choice,3,1,Campus facilities & services,Student Financial Struggles
went trip university travel club accommodation terrible hotel dirty uncomfortable really detracted overall experience,2,1,Academic Stress & well being,Student Financial Struggles
really excited go weekend trip friend transportation ended nightmare bus broke side road ended stranded hour,2,2,Academic Stress & well being,Emotional & Academic Stress
wish affordable travel option student hard justify spending ton money trip already struggling make end meet tuition living expense,1,3,Career & university Opportunities,University & campus experience
love exploring new place trying new thing hard student budget wish free lowcost activity available area,1,1,Career & university Opportunities,Student Financial Struggles
went trip nearby city school travel program felt like didnt get see much could itinerary packed didnt enough time really explore enjoy location,3,2,Campus facilities & services,Emotional & Academic Stress
im always looking fun interesting thing weekend seems like everything cost money wish free event activity available student,1,1,Career & university Opportunities,Student Financial Struggles
went study abroad program felt like didnt get enough support school trouble adjusting new culture environment wish resource available help,3,1,Campus facilities & services,Student Financial Struggles
im really interested outdoor activity like hiking camping dont car get nearest park trail frustrating feel like im missing something really enjoy,2,2,Academic Stress & well being,Emotional & Academic Stress
went trip student organization leader didnt seem organized always running late missing important detail made trip stressful needed,1,1,Career & university Opportunities,Student Financial Struggles
wish opportunity travel explore world still earning college credit would great way combine academic personal interest,3,1,Campus facilities & services,Student Financial Struggles
love study abroad program offered university theyve given chance see world experience new culture earning credit towards degree,3,1,Campus facilities & services,Student Financial Struggles
wish affordable travel option available student hard save enough money take trip youre already paying tuition textbook rent,1,3,Career & university Opportunities,University & campus experience
universitysponsored trip excursion always lot fun tend fill quickly wish spot available student could participate,1,1,Career & university Opportunities,Student Financial Struggles
really enjoy hiking exploring outdoors tough find good hiking trail park nearby wish option available student want get outside explore,3,3,Campus facilities & services,University & campus experience
love going concert music festival hard find event fit within budget would great university offered discounted ticket student type event,1,1,Career & university Opportunities,Student Financial Struggles
ive always interested volunteering giving back community university provided great opportunity really rewarding able make difference,2,1,Academic Stress & well being,Student Financial Struggles
wish opportunity connect student similar interest tough find community likeminded individual large campus,3,1,Campus facilities & services,Student Financial Struggles
really enjoy exploring new neighborhood trying new restaurant tough find affordable option would great university offered foodie club something similar,3,3,Campus facilities & services,University & campus experience
im really partying going bar feel like thats social scene available campus wish option student want fun without drinking,2,3,Academic Stress & well being,University & campus experience
love going sporting event cheering school team great way feel connected university get involved campus community,2,1,Academic Stress & well being,Student Financial Struggles
wish opportunity outdoor recreation like kayaking camping would great able get away campus explore natural beauty area,3,1,Campus facilities & services,Student Financial Struggles
im really interested photography tough find good location take photo wish scenic spot around campus student explore,3,2,Campus facilities & services,Emotional & Academic Stress
really enjoy attending lecture talk campus great way learn new thing expand knowledge beyond coursework,3,3,Campus facilities & services,University & campus experience
